代號,年份,季,最高價,最低價,成交量(股),交易額(萬),開盤價,收盤價,漲跌幅(%)
3048,2017,3,17.45,15.2,34109197,14542,16.75,15.65,-0.06287425149700593
3048,2017,4,21.35,15.65,149713014,60368,15.8,18.95,0.21086261980830664
3048,2018,1,22.5,17.5,106485003,47488,19.1,18.5,-0.023746701846965663
3048,2018,2,19.35,16.1,66730350,27989,18.6,18.35,-0.00810810810810803
3048,2018,3,18.8,15.0,28961084,14656,18.4,15.1,-0.1771117166212535
3048,2018,4,15.2,11.7,33376495,16742,15.1,13.1,-0.13245033112582782
3048,2019,1,14.8,12.55,26550166,13101,13.2,14.05,0.07251908396946573
3048,2019,2,14.4,13.05,14256854,7799,14.1,13.15,-0.06405693950177938
3048,2019,3,20.4,12.85,88853499,42545,13.2,17.9,0.3612167300380227
3048,2019,4,21.95,17.75,159673071,76498,18.1,19.1,0.06703910614525156
3048,2020,1,19.85,12.75,53355724,28853,19.15,14.35,-0.24869109947643986
3048,2020,2,19.1,14.0,83115622,39542,14.35,17.9,0.24738675958188147
3048,2020,3,19.35,15.8,97690793,41938,18.0,17.15,-0.04189944134078213
3048,2020,4,25.45,17.1,146435074,64766,17.1,23.45,0.3673469387755103
3048,2021,1,35.35,21.8,327324585,145314,23.55,33.4,0.42430703624733473
3048,2021,2,39.5,33.1,151625726,75715,33.8,34.95,0.046407185628742645
3049,2009,4,28.7,16.2,1324170225,360405,17.5,28.2,
3049,2010,1,29.65,18.7,1224100971,386751,29.1,23.95,-0.15070921985815602
3049,2010,2,24.3,15.25,1019010269,308192,24.0,20.95,-0.12526096033402923
3049,2010,3,27.05,17.6,2594549592,633561,20.9,24.4,0.1646778042959427
3049,2010,4,27.2,20.05,1363435266,394432,23.6,24.9,0.020491803278688527
3049,2011,1,31.95,21.35,1449793171,390608,25.1,27.0,0.08433734939759042
3049,2011,2,28.4,20.6,723408008,227472,27.0,21.6,-0.19999999999999996
3049,2011,3,22.3,9.2,636514058,196549,21.8,10.3,-0.5231481481481481
3049,2011,4,13.45,6.47,827495031,218330,10.05,12.2,0.1844660194174756
3049,2012,1,18.1,11.0,1197118742,316233,12.3,14.45,0.18442622950819673
3049,2012,2,16.15,10.25,735005784,199496,14.45,13.2,-0.08650519031141869
3049,2012,3,13.4,10.6,386104842,112793,13.4,11.25,-0.14772727272727268
3049,2012,4,11.55,7.55,509567956,136065,11.2,10.15,-0.09777777777777774
3049,2013,1,11.25,8.57,260627854,71900,10.85,9.27,-0.08669950738916264
3049,2013,2,14.0,8.48,836637183,196389,9.27,10.9,0.17583603020496233
3049,2013,3,11.65,9.92,298577968,79470,10.9,10.35,-0.05045871559633034
3049,2013,4,10.65,8.1,199522376,57217,10.35,8.9,-0.14009661835748785
3049,2014,1,10.2,8.79,246354542,69591,8.95,9.27,0.04157303370786508
3049,2014,2,9.39,8.02,175229445,50158,9.32,8.91,-0.03883495145631062
3049,2014,3,9.41,7.22,220194012,57851,8.9,7.48,-0.1604938271604938
3049,2014,4,7.69,5.44,162552593,44258,7.55,7.14,-0.04545454545454555
3049,2015,1,8.1,5.84,263879683,67321,7.14,6.4,-0.10364145658263296
3049,2015,2,6.4,4.03,153522097,41092,6.36,4.15,-0.3515625
3049,2015,3,4.81,2.4,124760814,31999,4.16,3.3,-0.20481927710843384
3049,2015,4,8.59,4.92,337691604,91298,5.69,7.79,1.3606060606060608
3049,2016,1,9.76,7.51,470573670,132704,7.91,7.57,-0.028241335044929365
3049,2016,2,7.65,5.07,172341452,51923,7.53,6.45,-0.14795244385733158
3049,2016,3,8.49,6.12,172202176,46954,6.53,7.84,0.2155038759689922
3049,2016,4,9.56,6.7,243863552,67504,7.87,8.48,0.08163265306122457
3049,2017,1,13.9,8.55,520011744,147197,8.6,11.4,0.3443396226415094
3049,2017,2,11.6,9.65,261860415,76192,11.45,10.05,-0.11842105263157891
3049,2017,3,12.05,8.32,313322431,83968,10.1,11.25,0.11940298507462678
3049,2017,4,11.75,8.65,265347297,69375,11.5,9.0,-0.2
3049,2018,1,9.55,7.31,67873298,24581,9.02,8.0,-0.1111111111111111
3049,2018,2,9.6,6.63,113742583,35739,8.13,8.3,0.03750000000000009
3049,2018,3,9.33,7.44,80732236,27213,8.35,7.46,-0.10120481927710852
3049,2018,4,8.65,5.37,117319919,38562,7.53,7.44,-0.002680965147453026
3049,2019,1,11.8,6.92,618559153,146958,7.52,10.7,0.4381720430107525
3049,2019,2,16.3,10.8,2139467596,511064,10.9,13.15,0.22897196261682254
3049,2019,3,16.8,12.9,1376912306,356064,13.45,13.8,0.04942965779467683
3049,2019,4,14.9,12.95,458036108,128590,13.9,13.6,-0.014492753623188482
3049,2020,1,14.05,8.05,433340144,113098,13.7,9.16,-0.32647058823529407
3049,2020,2,11.4,9.17,440494025,106733,9.18,10.05,0.0971615720524018
3049,2020,3,11.35,8.76,794205087,170716,10.15,9.51,-0.05373134328358218
3049,2020,4,12.45,9.5,692457022,153347,9.5,11.3,0.18822292323869622
3049,2021,1,12.15,9.35,431715495,100046,11.35,11.6,0.026548672566371584
3049,2021,2,15.45,11.6,555599061,143533,11.65,12.6,0.08620689655172414
3050,2009,4,14.6,11.2,264226245,55603,13.7,14.05,
3050,2010,1,18.75,12.75,627862097,147617,14.4,17.7,0.2597864768683273
3050,2010,2,18.3,12.25,251784403,62631,17.7,12.75,-0.2796610169491525
3050,2010,3,15.2,12.5,167990572,38304,12.75,13.25,0.0392156862745098
3050,2010,4,13.3,9.48,72375759,18968,13.25,10.8,-0.18490566037735845
3050,2011,1,11.75,8.2,70452729,16056,10.85,9.01,-0.16574074074074083
3050,2011,2,9.26,7.5,31392268,8555,9.05,7.86,-0.12763596004439506
3050,2011,3,7.95,5.58,50722509,11054,7.88,6.45,-0.17938931297709926
3050,2011,4,6.8,4.0,34506214,9579,6.45,4.78,-0.2589147286821705
3050,2012,1,8.93,4.55,74786546,17101,4.81,6.81,0.4246861924686191
3050,2012,2,6.83,5.26,18598501,5791,6.81,5.43,-0.2026431718061674
3050,2012,3,6.75,4.96,35879524,8163,5.45,5.63,0.036832412523020296
3050,2012,4,6.05,4.9,32608497,6673,5.63,5.7,0.012433392539964526
3050,2013,1,5.85,5.11,29362488,6755,5.75,5.27,-0.07543859649122818
3050,2013,2,8.3,5.2,132246317,29603,5.26,6.75,0.2808349146110058
3050,2013,3,7.32,6.12,32525961,9934,6.76,6.49,-0.03851851851851849
3050,2013,4,7.1,5.81,21243945,5354,6.42,7.02,0.08166409861325105
3050,2014,1,8.45,6.58,48676147,12335,7.05,7.42,0.05698005698005704
3050,2014,2,7.88,6.69,24959054,7391,7.45,7.42,0.0
3050,2014,3,7.67,6.29,15914382,5497,7.42,6.38,-0.14016172506738545
3050,2014,4,6.97,5.65,16707698,5794,6.37,6.89,0.07993730407523508
3050,2015,1,7.32,6.82,18326014,5892,6.92,6.85,-0.005805515239477509
3050,2015,2,7.75,6.21,35282642,9835,6.85,7.35,0.07299270072992702
3050,2015,3,8.45,6.33,38538028,10344,7.45,7.35,0.0
3050,2015,4,10.2,7.4,44332710,12965,7.4,8.52,0.15918367346938775
3050,2016,1,10.6,7.52,38520217,11044,8.5,9.95,0.16784037558685444
3050,2016,2,10.95,8.83,36834902,9775,9.93,9.99,0.004020100502512656
3050,2016,3,14.35,9.9,113159691,33555,10.0,11.85,0.18618618618618613
3050,2016,4,13.25,10.5,64066672,19447,11.95,10.95,-0.07594936708860762
3050,2017,1,11.95,10.4,32381322,12078,11.0,11.45,0.04566210045662101
3050,2017,2,12.65,8.9,47017105,14720,11.3,9.48,-0.17205240174672481
3050,2017,3,13.35,9.17,53461743,18621,9.5,10.7,0.12869198312236274
3050,2017,4,12.8,10.25,49568024,17576,10.75,11.4,0.06542056074766366
3050,2018,1,13.5,10.5,75959690,26011,11.5,11.5,0.008771929824561372
3050,2018,2,16.05,10.7,191093857,62966,11.5,12.3,0.0695652173913044
3050,2018,3,12.55,8.8,28994687,12792,12.45,9.39,-0.23658536585365852
3050,2018,4,10.4,7.39,20388701,8929,9.41,9.73,0.03620873269435568
3050,2019,1,11.0,9.37,16439635,7931,9.78,10.15,0.04316546762589927
3050,2019,2,11.4,9.36,30200145,11709,10.15,11.2,0.10344827586206885
3050,2019,3,12.4,10.7,57072241,17342,11.25,11.65,0.04017857142857153
3050,2019,4,12.2,10.85,45011167,14401,11.65,11.65,0.0
3050,2020,1,11.95,7.22,28704004,10110,11.7,9.08,-0.22060085836909873
3050,2020,2,10.4,8.69,22297235,8128,8.8,9.5,0.04625550660792951
3050,2020,3,13.2,9.24,108169683,31556,9.57,10.85,0.1421052631578947
3050,2020,4,21.9,10.65,442380755,160102,10.8,19.5,0.7972350230414748
3050,2021,1,19.6,15.75,164201384,66510,19.3,18.25,-0.0641025641025641
3050,2021,2,20.9,15.1,75291770,31591,18.4,15.75,-0.136986301369863
3051,2009,4,2.18,1.17,33339716,4036,1.19,2.18,
3051,2010,1,4.19,2.28,74399316,7899,2.33,2.85,0.30733944954128434
3051,2010,2,7.26,2.78,312549960,47316,2.89,4.43,0.5543859649122805
3051,2010,3,11.1,0.0,163766665,37092,4.5,6.93,0.5643340857787811
3051,2010,4,7.05,4.74,66524913,19168,7.05,5.75,-0.17027417027417024
3051,2011,1,5.81,4.0,43377905,12392,5.81,4.16,-0.27652173913043476
3051,2011,2,4.27,1.65,37822383,9192,4.16,1.9,-0.5432692307692308
3051,2011,3,1.98,1.27,11898266,2226,1.98,1.33,-0.29999999999999993
3051,2011,4,2.53,0.0,13093493,2082,1.32,1.6,0.20300751879699247
3051,2012,1,2.14,1.53,7218185,1724,1.6,1.82,0.13749999999999998
3051,2012,2,1.92,1.37,4943229,1189,1.75,1.65,-0.09340659340659349
3051,2012,3,3.17,1.46,13357484,2369,1.58,2.9,0.7575757575757576
3051,2012,4,3.0,2.05,6311463,1883,2.81,2.13,-0.2655172413793104
3051,2013,1,2.27,1.85,5132170,1610,2.12,2.2,0.03286384976525835
3051,2013,2,8.55,2.2,89935131,10850,2.2,6.77,2.0772727272727267
3051,2013,3,7.25,5.01,33878355,5432,6.91,5.45,-0.19497784342688324
3051,2013,4,5.6,3.65,17456734,3885,5.45,5.53,0.01467889908256882
3051,2014,1,7.45,5.1,39870644,5923,5.91,5.42,-0.019891500904159188
3051,2014,2,6.52,4.55,23942047,4278,5.35,6.3,0.16236162361623616
3051,2014,3,6.74,5.05,18772810,2982,6.52,5.36,-0.14920634920634912
3051,2014,4,6.25,4.37,14699150,3132,5.46,6.0,0.1194029850746268
3051,2015,1,16.2,6.1,286631999,43115,6.1,13.0,1.1666666666666667
3051,2015,2,15.2,9.65,179636368,41260,12.9,11.1,-0.1461538461538462
3051,2015,3,11.4,4.58,129504267,35662,11.25,5.9,-0.4684684684684684
3051,2015,4,8.8,5.76,119809747,35530,5.86,6.14,0.0406779661016948
3051,2016,1,7.11,4.82,74380089,23200,6.14,5.58,-0.09120521172638431
3051,2016,2,5.7,3.92,46993293,13551,5.62,4.34,-0.22222222222222227
3051,2016,3,4.64,3.8,51549825,13266,4.34,4.1,-0.055299539170506964
3051,2016,4,5.21,3.0,71877951,16502,4.14,4.89,0.19268292682926833
3051,2017,1,4.97,3.87,82838366,22693,4.87,4.67,-0.0449897750511247
3051,2017,2,5.04,3.95,65003595,17077,4.89,4.05,-0.132762312633833
3051,2017,3,4.86,3.46,70801672,16981,4.08,4.64,0.14567901234567898
3051,2017,4,6.78,4.12,164692561,42618,4.7,5.68,0.2241379310344828
3051,2018,1,6.04,4.11,65276281,20585,5.75,4.25,-0.25176056338028163
3051,2018,2,4.42,2.97,26658469,6432,4.26,3.58,-0.1576470588235294
3051,2018,3,3.88,3.17,8654164,3156,3.61,3.45,-0.03631284916201114
3051,2018,4,3.58,2.62,9731784,2272,3.54,3.14,-0.08985507246376813
3051,2019,1,4.3,2.91,13767628,4269,3.2,3.86,0.22929936305732476
3051,2019,2,3.8,3.0,14687545,2980,3.73,3.33,-0.13730569948186525
3051,2019,3,3.43,2.68,9885917,1918,3.33,2.94,-0.11711711711711716
3051,2019,4,3.33,2.55,18706969,3434,2.91,3.16,0.07482993197278918
3051,2020,1,4.25,2.49,19177484,4384,2.91,2.71,-0.14240506329113928
3051,2020,2,4.14,2.52,17834810,3765,2.52,3.83,0.4132841328413285
3051,2020,3,5.97,0.0,60356214,10339,3.72,4.94,0.2898172323759792
3051,2020,4,6.6,4.27,34430350,7443,4.81,6.3,0.27530364372469623
3051,2021,1,7.7,5.55,34154963,9520,6.3,6.7,0.06349206349206354
3051,2021,2,9.99,6.63,35859766,10871,6.65,8.64,0.2895522388059702
3054,2009,4,30.6,20.3,30970825,10685,22.7,30.6,
3054,2010,1,31.0,21.65,36368088,12692,30.6,23.9,-0.21895424836601315
3054,2010,2,25.7,15.8,21066698,6710,24.2,16.65,-0.3033472803347281
3054,2010,3,20.9,15.4,21156807,7395,16.35,16.05,-0.03603603603603591
3054,2010,4,17.3,14.4,10929838,4207,16.25,16.0,-0.0031152647975078323
3054,2011,1,18.1,14.35,14210558,5865,15.9,16.1,0.006250000000000089
3054,2011,2,19.15,13.3,17860468,7630,16.1,15.0,-0.06832298136645971
3054,2011,3,15.7,10.1,19403788,7537,15.3,12.2,-0.1866666666666667
3054,2011,4,13.7,10.6,7164479,3521,12.0,11.7,-0.04098360655737705
3054,2012,1,15.0,11.15,9316422,3964,11.65,12.55,0.07264957264957278
3054,2012,2,13.2,10.2,4206012,2060,12.6,11.65,-0.07171314741035859
3054,2012,3,11.75,10.3,4371263,2026,11.65,10.3,-0.11587982832618023
3054,2012,4,10.35,7.18,8980493,3510,10.25,7.58,-0.26407766990291265
3054,2013,1,15.7,7.54,88102917,22966,7.75,15.05,0.9854881266490766
3054,2013,2,26.1,12.3,147433580,49915,15.05,20.3,0.3488372093023256
3054,2013,3,23.35,17.5,110798634,39236,20.3,21.9,0.07881773399014767
3054,2013,4,28.25,19.65,207273140,78190,21.9,24.3,0.10958904109589052
3054,2014,1,26.8,21.6,161822937,60864,25.8,22.8,-0.06172839506172839
3054,2014,2,23.9,18.0,106942732,40358,22.9,19.85,-0.12938596491228066
3054,2014,3,20.5,11.85,55314842,21441,20.0,12.1,-0.39042821158690183
3054,2014,4,15.2,10.95,84995967,31240,12.3,13.6,0.12396694214876033
3054,2015,1,25.0,13.35,145939686,49235,13.6,22.95,0.6875
3054,2015,2,26.25,16.4,98460273,38659,22.95,17.85,-0.22222222222222213
3054,2015,3,20.3,13.5,32770996,14494,17.7,20.1,0.12605042016806722
3054,2015,4,21.8,16.8,34895935,17056,20.25,21.0,0.044776119402985
3054,2016,1,21.35,17.2,16291407,7977,21.1,19.85,-0.05476190476190469
3054,2016,2,23.75,16.8,21459973,9177,19.8,22.9,0.15365239294710312
3054,2016,3,24.1,18.8,22016454,9882,22.9,23.6,0.030567685589519777
3054,2016,4,25.0,19.8,42392006,15896,23.6,21.5,-0.08898305084745768
3054,2017,1,24.1,19.6,20313958,9905,21.65,21.5,0.0
3054,2017,2,22.9,19.55,17914551,10298,21.5,21.15,-0.016279069767441926
3054,2017,3,21.8,18.6,8133743,4727,21.2,20.3,-0.04018912529550818
3054,2017,4,20.4,17.2,3472285,2068,20.4,18.4,-0.0935960591133006
3054,2018,1,22.4,18.05,14142117,4207,18.6,20.35,0.10597826086956538
3054,2018,2,21.1,18.8,5173322,1127,20.55,19.2,-0.05651105651105661
3054,2018,3,28.6,18.3,5616577,2363,19.1,27.55,0.4348958333333334
3054,2018,4,28.2,20.7,4484067,3326,28.2,26.6,-0.03448275862068963
3054,2019,1,28.0,22.15,3752929,2596,26.6,26.85,0.009398496240601503
3054,2019,2,27.0,24.25,1113614,832,26.75,24.75,-0.07821229050279334
3054,2019,3,27.4,0.0,2057860,1539,24.85,25.5,0.030303030303030304
3054,2019,4,28.6,0.0,1984829,1248,25.8,28.5,0.11764705882352941
3054,2020,1,30.5,20.1,3755848,2288,30.5,25.45,-0.10701754385964915
3054,2020,2,25.85,23.0,2057762,1465,25.15,25.0,-0.017681728880157142
3054,2020,3,25.7,22.0,2246973,1652,24.8,24.0,-0.04
3054,2020,4,24.5,21.9,1892449,1178,24.0,24.0,0.0
3054,2021,1,23.95,0.0,1347876,1186,23.7,23.5,-0.020833333333333332
3054,2021,2,26.35,20.6,2163826,1328,22.85,21.9,-0.06808510638297878
3055,2009,4,25.1,17.3,106353170,34688,17.55,24.2,
3055,2010,1,29.6,21.05,104266621,35635,24.4,27.95,0.15495867768595042
3055,2010,2,32.25,21.25,96880122,33832,28.0,23.35,-0.1645796064400715
3055,2010,3,29.35,23.1,53499950,21135,23.2,26.35,0.1284796573875803
3055,2010,4,27.85,23.9,45805049,17152,26.45,24.9,-0.05502846299810257
3055,2011,1,25.15,20.3,30884170,8795,25.0,22.5,-0.09638554216867465
3055,2011,2,23.15,21.05,15131812,6193,22.5,22.05,-0.01999999999999997
3055,2011,3,22.3,14.1,14877128,5679,22.05,16.8,-0.23809523809523808
3055,2011,4,17.1,12.45,6134689,2644,16.5,13.2,-0.21428571428571436
3055,2012,1,15.7,12.5,9082561,3896,13.4,13.5,0.022727272727272783
3055,2012,2,13.5,10.1,4452684,2284,13.5,11.25,-0.16666666666666666
3055,2012,3,13.1,11.0,9347833,3971,11.3,12.65,0.12444444444444448
3055,2012,4,12.7,10.7,5431151,2311,12.7,12.2,-0.035573122529644355
3055,2013,1,13.4,12.05,6674440,2249,12.25,12.5,0.024590163934426288
3055,2013,2,13.8,11.7,12272944,3773,12.5,12.0,-0.04
3055,2013,3,12.6,11.55,8864894,2971,12.0,12.4,0.03333333333333336
3055,2013,4,12.9,10.65,15553754,4136,12.4,11.35,-0.08467741935483876
3055,2014,1,14.85,11.3,45623338,15034,11.4,13.75,0.2114537444933921
3055,2014,2,19.35,13.05,77757620,28615,13.65,18.7,0.35999999999999993
3055,2014,3,26.8,18.2,185753736,74273,18.8,22.65,0.21122994652406415
3055,2014,4,24.85,19.0,94243735,41176,22.35,19.45,-0.14128035320088297
3055,2015,1,22.2,19.1,54045988,22191,19.45,20.6,0.05912596401028289
3055,2015,2,22.45,14.4,80901619,33950,20.9,17.75,-0.13834951456310685
3055,2015,3,18.55,9.85,31897373,13431,17.75,11.65,-0.3436619718309859
3055,2015,4,19.35,11.7,94103141,37436,11.7,17.95,0.5407725321888411
3055,2016,1,22.6,16.3,120030188,49048,18.1,19.45,0.08356545961002786
3055,2016,2,20.2,16.35,41433973,19338,19.45,18.15,-0.06683804627249361
3055,2016,3,21.95,16.75,60894014,25048,18.2,21.0,0.15702479338842984
3055,2016,4,21.25,16.9,25930076,12587,21.15,17.25,-0.17857142857142858
3055,2017,1,18.15,15.5,39394479,14953,17.25,16.9,-0.02028985507246385
3055,2017,2,18.5,15.6,18010290,8221,16.9,18.35,0.08579881656804751
3055,2017,3,22.65,17.4,50292705,20758,18.35,22.55,0.22888283378746588
3055,2017,4,25.05,18.1,37579768,15912,22.55,25.05,0.11086474501108647
3055,2018,1,37.6,24.5,136838639,79196,25.1,29.35,0.17165668662674652
3055,2018,2,33.9,24.7,93719086,43635,29.7,26.05,-0.11243611584327089
3055,2018,3,28.65,24.1,14553091,5874,26.1,27.35,0.04990403071017277
3055,2018,4,27.75,22.95,35283007,9837,27.35,26.5,-0.031078610603290726
3055,2019,1,28.4,24.6,7488427,4849,26.4,26.65,0.005660377358490513
3055,2019,2,27.15,0.0,7853115,2513,27.0,25.8,-0.031894934333958645
3055,2019,3,26.5,23.1,14206993,5166,25.95,25.7,-0.003875968992248117
3055,2019,4,31.55,25.35,18665457,6081,25.7,30.7,0.19455252918287938
3055,2020,1,39.2,22.5,30653109,17418,30.9,26.2,-0.1465798045602606
3055,2020,2,29.6,25.85,6969055,3805,26.7,29.6,0.1297709923664123
3055,2020,3,48.45,27.85,117098551,63741,29.85,34.25,0.15709459459459454
3055,2020,4,38.5,32.0,62350907,37814,34.2,32.35,-0.05547445255474449
3055,2021,1,37.9,28.85,24702946,17933,32.35,35.35,0.0927357032457496
3055,2021,2,38.5,30.95,13368261,8479,35.35,31.7,-0.10325318246110331
3057,2009,4,29.5,18.05,373588408,132599,19.1,27.3,
3057,2010,1,28.9,21.8,218963840,84535,27.45,26.3,-0.03663003663003663
3057,2010,2,27.55,19.0,79270249,31709,26.6,20.25,-0.23003802281368824
3057,2010,3,25.45,20.0,90630836,33855,20.4,23.25,0.14814814814814814
3057,2010,4,31.75,21.6,194905474,66378,23.1,29.6,0.27311827956989254
3057,2011,1,32.7,24.4,238316599,86281,29.85,25.9,-0.12500000000000008
3057,2011,2,28.6,20.6,195608261,75578,25.95,27.65,0.06756756756756757
3057,2011,3,28.3,13.0,184347496,71696,27.8,14.5,-0.4755877034358047
3057,2011,4,20.2,13.1,145771061,54624,14.5,15.45,0.0655172413793103
3057,2012,1,23.2,15.05,164440391,58398,15.55,16.9,0.0938511326860841
3057,2012,2,18.9,14.8,83876094,32940,16.9,17.0,0.005917159763313694
3057,2012,3,17.55,14.55,51451392,20100,17.2,15.25,-0.10294117647058823
3057,2012,4,15.75,10.5,36760589,14399,15.25,12.5,-0.18032786885245902
3057,2013,1,15.55,12.05,57441049,19876,12.5,15.3,0.22400000000000006
3057,2013,2,19.5,14.5,107877387,36684,15.4,18.05,0.17973856209150327
3057,2013,3,27.75,17.9,258842731,98050,18.2,25.45,0.409972299168975
3057,2013,4,37.55,25.3,404788658,171752,25.6,36.25,0.42436149312377214
3057,2014,1,57.5,35.75,300874684,153307,36.5,47.3,0.3048275862068965
3057,2014,2,51.5,33.9,233081261,125962,47.3,44.5,-0.05919661733615216
3057,2014,3,49.0,37.2,197051837,108486,45.0,40.4,-0.0921348314606742
3057,2014,4,41.5,30.4,136693005,73172,40.2,36.9,-0.08663366336633664
3057,2015,1,39.8,32.0,131080188,67147,37.3,34.85,-0.05555555555555548
3057,2015,2,37.2,22.1,120582921,58637,34.6,24.5,-0.296987087517934
3057,2015,3,26.1,11.8,76859740,38277,24.85,15.65,-0.36122448979591837
3057,2015,4,20.05,15.95,125621333,58587,15.95,19.25,0.2300319488817891
3057,2016,1,22.35,16.85,171336510,81326,19.8,16.95,-0.11948051948051952
3057,2016,2,17.7,12.95,51329163,24936,16.95,15.2,-0.10324483775811209
3057,2016,3,18.1,14.75,78495056,34031,15.3,16.4,0.07894736842105259
3057,2016,4,16.65,12.95,37508096,18099,16.5,15.7,-0.042682926829268254
3057,2017,1,16.3,14.05,42501323,20640,15.75,14.2,-0.09554140127388536
3057,2017,2,14.35,12.45,31612236,15333,14.15,13.65,-0.03873239436619711
3057,2017,3,14.15,11.65,35102903,16443,13.65,12.15,-0.10989010989010989
3057,2017,4,13.25,9.92,33897478,12722,12.2,11.05,-0.09053497942386828
3057,2018,1,11.35,9.21,22589580,10250,11.05,9.78,-0.1149321266968327
3057,2018,2,10.6,7.77,20436677,9084,9.75,8.47,-0.13394683026584855
3057,2018,3,13.05,7.85,73722383,29037,8.4,9.56,0.12868949232585594
3057,2018,4,9.65,7.9,15107290,7240,9.56,8.04,-0.15899581589958173
3057,2019,1,8.72,7.91,10388209,5883,8.06,8.57,0.06592039800995039
3057,2019,2,8.64,6.0,16581724,7566,8.46,8.03,-0.06301050175029183
3057,2019,3,8.33,6.9,9058027,4329,8.07,6.96,-0.13325031133250304
3057,2019,4,8.3,6.15,26832133,9846,6.91,7.58,0.08908045977011496
3057,2020,1,7.71,3.68,14335236,6270,7.68,3.92,-0.4828496042216359
3057,2020,2,5.3,3.85,31030505,11281,3.9,4.8,0.22448979591836732
3057,2020,3,12.7,4.76,119730082,39689,4.8,11.75,1.4479166666666667
3057,2020,4,13.25,10.05,23456040,17787,11.6,11.7,-0.004255319148936231
3057,2021,1,12.1,10.0,16249222,17137,11.65,10.75,-0.08119658119658114
3057,2021,2,19.55,10.6,44390559,22439,10.65,16.0,0.4883720930232558
3058,2009,4,30.8,20.2,151126899,48040,21.2,30.3,
3058,2010,1,30.8,21.4,107267629,37084,30.5,28.5,-0.05940594059405943
3058,2010,2,30.6,25.35,68336053,25630,28.5,27.75,-0.02631578947368421
3058,2010,3,29.0,19.6,60855655,22463,27.55,21.45,-0.22702702702702704
3058,2010,4,22.85,19.7,43387210,16924,21.9,21.2,-0.011655011655011656
3058,2011,1,21.35,15.5,43538228,15698,21.1,17.05,-0.195754716981132
3058,2011,2,17.8,15.0,51442416,18896,17.05,15.25,-0.10557184750733141
3058,2011,3,15.55,9.35,33104433,10563,15.5,10.15,-0.33442622950819667
3058,2011,4,11.4,9.52,20794158,7217,10.0,10.1,-0.004926108374384306
3058,2012,1,13.55,9.8,51046404,14116,10.1,11.8,0.16831683168316844
3058,2012,2,12.8,10.4,15707336,6245,11.65,11.3,-0.0423728813559322
3058,2012,3,16.6,11.4,74599721,23168,11.4,15.45,0.36725663716814144
3058,2012,4,16.45,14.35,41961084,14184,15.2,15.2,-0.016181229773462785
3058,2013,1,21.6,15.35,211653641,63298,15.45,21.2,0.39473684210526316
3058,2013,2,21.5,16.75,97225144,35453,21.45,17.35,-0.18160377358490556
3058,2013,3,18.2,14.3,41518755,17016,17.5,15.0,-0.1354466858789626
3058,2013,4,16.05,14.1,43606619,16312,15.0,15.5,0.03333333333333333
3058,2014,1,17.8,15.0,98464571,33286,15.5,15.95,0.029032258064516082
3058,2014,2,16.2,13.1,39919680,14278,16.05,14.15,-0.11285266457680244
3058,2014,3,14.3,11.3,24688145,9226,14.15,12.2,-0.137809187279152
3058,2014,4,12.55,10.2,24097721,8001,12.2,12.15,-0.0040983606557376175
3058,2015,1,12.35,11.5,18446260,7264,12.15,12.15,0.0
3058,2015,2,13.35,10.0,28415247,9397,12.1,10.25,-0.1563786008230453
3058,2015,3,10.75,6.55,15225586,5156,10.25,9.26,-0.09658536585365855
3058,2015,4,9.9,8.25,8927832,3465,9.28,8.53,-0.07883369330453568
3058,2016,1,10.1,7.87,9430848,4073,8.53,9.64,0.13012895662368126
3058,2016,2,9.8,8.91,4747282,2116,9.6,9.23,-0.04253112033195022
3058,2016,3,9.79,9.06,9120263,3401,9.33,9.74,0.05525460455037917
3058,2016,4,11.55,9.3,44581672,15172,9.73,10.7,0.09856262833675555
3058,2017,1,11.45,10.3,32630500,11247,10.7,10.7,0.0
3058,2017,2,11.55,10.05,22567949,8178,10.7,10.3,-0.03738317757009333
3058,2017,3,10.6,9.36,21260049,6996,10.3,9.88,-0.0407766990291262
3058,2017,4,9.96,8.46,13068239,4220,9.88,8.91,-0.09817813765182191
3058,2018,1,9.5,8.01,13034428,4840,8.91,8.53,-0.04264870931537607
3058,2018,2,10.3,7.85,35121650,10606,8.52,8.93,0.046893317702227474
3058,2018,3,9.15,7.75,12638680,4188,9.15,8.15,-0.08734602463605816
3058,2018,4,8.17,6.65,8877677,3293,8.15,7.86,-0.03558282208588957
3058,2019,1,8.59,7.45,5213204,3145,7.89,8.15,0.03689567430025446
3058,2019,2,8.45,7.59,8390200,3361,8.2,7.61,-0.06625766871165645
3058,2019,3,7.76,7.12,7268560,2607,7.62,7.44,-0.022339027595269373
3058,2019,4,7.54,6.98,9026357,3202,7.43,7.15,-0.038978494623655914
3058,2020,1,7.36,4.55,11682718,3895,7.15,5.06,-0.2923076923076924
3058,2020,2,8.2,5.09,24524823,7995,5.4,6.69,0.32213438735177885
3058,2020,3,8.77,6.48,41116749,15844,6.69,7.65,0.14349775784753363
3058,2020,4,10.7,7.61,125098029,37951,7.75,10.0,0.3071895424836601
3058,2021,1,17.2,9.37,536610855,157549,10.1,15.4,0.54
3058,2021,2,24.55,15.7,293261104,117433,15.7,17.6,0.14285714285714293
3059,2009,4,65.7,51.7,337271087,155839,59.4,65.2,
3059,2010,1,65.7,48.4,199830587,94761,65.5,55.9,-0.14263803680981602
